Address,Distance_MRT,Distance_Mall,Within_1km_of_Pri,Town,Flat_Type_Area_Map
403 HOUGANG AVE 10,1062,432,TRUE,HOUGANG,"{2: 67, 3: 93}"
687 HOUGANG ST 61,1519,813,TRUE,HOUGANG,"{2: 64, 3: 88}"
509 HOUGANG AVE 10,801,806,TRUE,HOUGANG,{3: 94}
839 JURONG WEST ST 81,953,2039,TRUE,JURONG WEST,"{3: 109, 4: 130}"
196B BOON LAY DR,858,1208,TRUE,JURONG WEST,"{3: 93, 4: 113}"
827 JURONG WEST ST 81,1298,2098,TRUE,JURONG WEST,{5: 145}
708 JURONG WEST ST 71,746,1754,TRUE,JURONG WEST,{5: 148}
186 PASIR RIS ST 11,1898,401,TRUE,PASIR RIS,{4: 128}
736 PASIR RIS DR 10,1985,2497,FALSE,PASIR RIS,"{3: 103, 4: 126}"
266B PUNGGOL WAY,1815,721,TRUE,PUNGGOL,"{2: 67, 3: 92}"
266D PUNGGOL WAY,1805,878,TRUE,PUNGGOL,"{3: 92, 4: 111}"
591A MONTREAL LINK,918,1197,TRUE,SEMBAWANG,"{1: 47, 2: 68}"
592B MONTREAL LINK,1320,1600,TRUE,SEMBAWANG,{3: 93}
593A MONTREAL LINK,1279,1559,TRUE,SEMBAWANG,"{2: 68, 3: 93}"
592C MONTREAL LINK,1159,1517,TRUE,SEMBAWANG,{3: 93}
187A RIVERVALE DR,1635,368,TRUE,SENGKANG,"{3: 91, 4: 110}"
123 RIVERVALE DR,1372,908,TRUE,SENGKANG,"{3: 102, 4: 115}"
235 SIMEI ST 4,328,370,TRUE,TAMPINES,{3: 110}
48 LOR 5 TOA PAYOH,1059,2166,TRUE,TOA PAYOH,{4: 124}
780E WOODLANDS CRES,1159,2343,TRUE,WOODLANDS,{3: 92}
797 YISHUN RING RD,278,1354,TRUE,YISHUN,{2: 64}
158 YISHUN ST 11,422,398,TRUE,YISHUN,{2: 70}
424D YISHUN AVE 11,2170,1869,TRUE,YISHUN,"{2: 67, 3: 92}"
335C YISHUN ST 31,1589,724,TRUE,YISHUN,"{3: 92, 4: 112}"
336A YISHUN ST 31,1459,594,TRUE,YISHUN,"{2: 67, 3: 92}"
159 ANG MO KIO AVE 4,671,1347,TRUE,ANG MO KIO,{2: 69}
338 ANG MO KIO AVE 1,904,966,TRUE,ANG MO KIO,{2: 66}
722 ANG MO KIO AVE 8,433,98,TRUE,ANG MO KIO,{2: 67}
10F BEDOK STH AVE 2,1275,1212,FALSE,BEDOK,{5: 145}
173 BISHAN ST 13,780,830,TRUE,BISHAN,"{4: 121, 5: 159}"
372 BT BATOK ST 31,143,1398,TRUE,BUKIT BATOK,"{2: 64, 3: 88}"
137 BT BATOK WEST AVE 6,727,712,TRUE,BUKIT BATOK,"{2: 72, 3: 94}"
542 BT BATOK ST 52,614,1252,TRUE,BUKIT BATOK,{5: 147}
33 LIM LIAK ST,606,673,TRUE,BUKIT MERAH,{2: 82}
546A SEGAR RD,1848,1653,TRUE,BUKIT PANJANG,"{3: 92, 4: 112}"
285 CHOA CHU KANG AVE 3,813,777,TRUE,CHOA CHU KANG,{3: 104}
609 CHOA CHU KANG ST 62,440,461,TRUE,CHOA CHU KANG,"{3: 108, 4: 131}"
664 CHOA CHU KANG CRES,766,903,FALSE,CHOA CHU KANG,{4: 124}
554 CHOA CHU KANG NTH 6,630,492,TRUE,CHOA CHU KANG,{5: 147}
631 CHOA CHU KANG NTH 6,210,249,TRUE,CHOA CHU KANG,"{3: 113, 5: 142}"
70 CIRCUIT RD,386,1368,TRUE,GEYLANG,"{1: 42, 2: 56}"
416 EUNOS RD 5,660,552,FALSE,GEYLANG,{2: 79}
683 HOUGANG AVE 8,1121,923,TRUE,HOUGANG,{2: 64}
672 HOUGANG AVE 8,1215,783,TRUE,HOUGANG,"{2: 70, 3: 84}"
355 HOUGANG AVE 7,1135,853,TRUE,HOUGANG,"{2: 71, 3: 94}"
614 HOUGANG AVE 8,1205,1288,TRUE,HOUGANG,{3: 91}
471A UPP SERANGOON CRES,1639,1489,TRUE,HOUGANG,"{2: 67, 3: 92}"
670 HOUGANG AVE 8,1159,803,TRUE,HOUGANG,"{3: 110, 4: 122}"
612 HOUGANG AVE 8,1131,1328,TRUE,HOUGANG,"{3: 86, 4: 121}"
212 JURONG EAST ST 21,1131,967,FALSE,JURONG EAST,{4: 120}
197C BOON LAY DR,969,1284,TRUE,JURONG WEST,"{3: 93, 4: 113}"
567 PASIR RIS ST 51,544,1464,TRUE,PASIR RIS,{4: 123}
313B SUMANG LINK,2716,1182,TRUE,PUNGGOL,"{3: 92, 4: 112}"
592A MONTREAL LINK,1139,1419,TRUE,SEMBAWANG,"{2: 68, 3: 93}"
590B MONTREAL LINK,973,1253,TRUE,SEMBAWANG,"{2: 68, 3: 93}"
326B ANCHORVALE RD,1128,1148,TRUE,SENGKANG,"{3: 92, 4: 112}"
327A ANCHORVALE RD,1163,1183,TRUE,SENGKANG,{3: 92}
327C ANCHORVALE RD,1144,1166,TRUE,SENGKANG,{3: 92}
282B SENGKANG EAST AVE,455,1078,TRUE,SENGKANG,"{3: 92, 4: 112}"
281B SENGKANG EAST AVE,448,1023,TRUE,SENGKANG,{3: 92}
282A SENGKANG EAST AVE,420,1043,TRUE,SENGKANG,{3: 92}
188D RIVERVALE DR,1379,465,TRUE,SENGKANG,"{3: 95, 4: 115}"
468 TAMPINES ST 44,592,1874,TRUE,TAMPINES,{2: 64}
201E TAMPINES ST 23,561,256,TRUE,TAMPINES,"{2: 74, 4: 136}"
522A TAMPINES CTRL 7,1686,1067,TRUE,TAMPINES,"{1: 47, 2: 67, 3: 93}"
459 TAMPINES ST 42,472,1065,TRUE,TAMPINES,{3: 85}
457 TAMPINES ST 42,475,966,TRUE,TAMPINES,"{3: 98, 4: 122}"
382 TAMPINES ST 32,743,893,TRUE,TAMPINES,{4: 126}
522C TAMPINES CTRL 7,1815,938,TRUE,TAMPINES,"{3: 93, 4: 113}"
70 LOR 4 TOA PAYOH,779,2482,TRUE,TOA PAYOH,{2: 64}
243 KIM KEAT LINK,1326,2245,TRUE,TOA PAYOH,"{3: 108, 4: 122}"
782C WOODLANDS CRES,1174,2119,TRUE,WOODLANDS,"{2: 67, 3: 92}"
780A WOODLANDS CRES,1142,2534,TRUE,WOODLANDS,"{1: 47, 2: 67}"
780C WOODLANDS CRES,1236,2456,TRUE,WOODLANDS,"{2: 67, 3: 92}"
780D WOODLANDS CRES,1189,2312,TRUE,WOODLANDS,{3: 92}
654 WOODLANDS RING RD,506,1922,TRUE,WOODLANDS,{5: 141}
112 WOODLANDS ST 13,631,555,FALSE,WOODLANDS,{5: 170}
424A YISHUN AVE 11,2002,1702,TRUE,YISHUN,"{1: 47, 2: 67}"
333B YISHUN ST 31,1678,795,TRUE,YISHUN,{2: 67}
809 YISHUN RING RD,351,1883,TRUE,YISHUN,"{3: 103, 4: 122}"
430A YISHUN AVE 11,2238,1937,TRUE,YISHUN,"{2: 67, 3: 92}"
333A YISHUN ST 31,1731,796,TRUE,YISHUN,"{3: 92, 4: 112}"
315B YISHUN AVE 9,1192,292,TRUE,YISHUN,"{3: 92, 4: 112}"
334B YISHUN ST 31,1791,767,TRUE,YISHUN,"{3: 92, 4: 112}"
315A YISHUN AVE 9,1182,283,TRUE,YISHUN,"{3: 92, 4: 112}"
63 CHAI CHEE RD,1201,1123,FALSE,BEDOK,{4: 133}
613A BEDOK RESERVOIR RD,409,2061,FALSE,BEDOK,{4: 123}
278 BISHAN ST 24,1353,1332,TRUE,BISHAN,"{3: 108, 5: 160}"
162 BISHAN ST 13,917,1077,TRUE,BISHAN,{5: 146}
424 BT BATOK WEST AVE 2,969,1511,TRUE,BUKIT BATOK,"{2: 64, 3: 85}"
532 BT BATOK ST 51,378,1081,TRUE,BUKIT BATOK,"{3: 83, 4: 122}"
104 HENDERSON CRES,753,1020,TRUE,BUKIT MERAH,{3: 74}
547D SEGAR RD,1673,1500,TRUE,BUKIT PANJANG,"{1: 47, 2: 67}"
547A SEGAR RD,1794,1585,TRUE,BUKIT PANJANG,"{3: 92, 4: 112}"
546C SEGAR RD,1742,1570,TRUE,BUKIT PANJANG,"{3: 92, 4: 112}"
166B TECK WHYE CRES,1208,1203,TRUE,CHOA CHU KANG,"{1: 47, 2: 68}"
682 HOUGANG AVE 4,1182,840,TRUE,HOUGANG,"{2: 64, 3: 85}"
470A UPP SERANGOON CRES,1547,1398,TRUE,HOUGANG,"{3: 92, 4: 112}"
470C UPP SERANGOON CRES,1619,1470,TRUE,HOUGANG,"{3: 92, 4: 112}"
471B UPP SERANGOON CRES,1645,1469,TRUE,HOUGANG,"{2: 67, 3: 92, 4: 112}"
273 TOH GUAN RD,1240,1123,TRUE,JURONG EAST,{3: 101}
220 JURONG EAST ST 21,700,1285,TRUE,JURONG EAST,{4: 118}
428 JURONG WEST AVE 1,1527,3168,TRUE,JURONG WEST,"{2: 75, 3: 103}"
918 JURONG WEST ST 91,1491,2767,FALSE,JURONG WEST,{5: 146}
363 YUNG AN RD,1255,2188,TRUE,JURONG WEST,{5: 146}
313A SUMANG LINK,2164,630,TRUE,PUNGGOL,"{2: 68, 3: 92}"
593B MONTREAL LINK,1174,1532,TRUE,SEMBAWANG,"{1: 47, 2: 68}"
590C MONTREAL LINK,931,1210,TRUE,SEMBAWANG,"{2: 68, 3: 93}"
281A SENGKANG EAST AVE,502,1048,TRUE,SENGKANG,"{2: 67, 3: 92}"
332C ANCHORVALE LINK,722,744,TRUE,SENGKANG,"{3: 92, 4: 112}"
327B ANCHORVALE RD,1176,1198,TRUE,SENGKANG,{3: 92}
332A ANCHORVALE LINK,848,869,TRUE,SENGKANG,"{3: 92, 4: 112}"
332B ANCHORVALE LINK,797,819,TRUE,SENGKANG,"{3: 92, 4: 112}"
333D ANCHORVALE LINK,594,616,TRUE,SENGKANG,{3: 92}
333B ANCHORVALE LINK,700,721,TRUE,SENGKANG,"{3: 92, 4: 112}"
280A SENGKANG EAST AVE,423,930,TRUE,SENGKANG,"{3: 92, 4: 112}"
869A TAMPINES AVE 8,1624,1594,TRUE,TAMPINES,"{2: 67, 3: 92}"
869B TAMPINES AVE 8,1571,1541,TRUE,TAMPINES,"{2: 67, 3: 92}"
886 TAMPINES ST 83,1143,1597,TRUE,TAMPINES,"{3: 106, 4: 122}"
780F WOODLANDS CRES,1085,2416,TRUE,WOODLANDS,"{1: 47, 2: 67}"
329 WOODLANDS ST 32,771,1106,TRUE,WOODLANDS,{3: 84}
849 WOODLANDS ST 82,1050,1214,TRUE,WOODLANDS,"{2: 69, 3: 98, 5: 174}"
424C YISHUN AVE 11,2113,1813,TRUE,YISHUN,"{2: 67, 3: 92}"
428A YISHUN AVE 11,1985,1732,TRUE,YISHUN,"{3: 92, 4: 112}"
431C YISHUN AVE 1,1916,2096,TRUE,YISHUN,"{2: 67, 3: 92}"
431B YISHUN AVE 1,1987,2190,TRUE,YISHUN,"{2: 67, 3: 92}"
315C YISHUN AVE 9,1317,418,TRUE,YISHUN,"{3: 92, 4: 112}"
213 YISHUN ST 21,454,375,TRUE,YISHUN,"{3: 98, 4: 122}"
318C YISHUN AVE 9,1424,525,TRUE,YISHUN,"{3: 92, 4: 112}"
316C YISHUN AVE 9,1369,469,TRUE,YISHUN,"{3: 92, 4: 112}"
307B ANG MO KIO AVE 1,990,832,TRUE,ANG MO KIO,{3: 91}
120 BISHAN ST 12,634,576,TRUE,BISHAN,"{2: 66, 3: 88}"
249 BISHAN ST 22,1668,1510,TRUE,BISHAN,"{3: 106, 4: 132}"
14 JLN BT MERAH,1187,523,FALSE,BUKIT MERAH,"{3: 104, 4: 126}"
547B SEGAR RD,1685,1513,TRUE,BUKIT PANJANG,"{3: 92, 4: 112}"
317 UBI AVE 1,522,2327,TRUE,GEYLANG,"{2: 64, 3: 89}"
43 JLN TIGA,390,1580,TRUE,GEYLANG,"{3: 93, 4: 111}"
174B HOUGANG AVE 1,1889,1688,TRUE,HOUGANG,{2: 66}
470B UPP SERANGOON CRES,1448,1298,TRUE,HOUGANG,"{2: 67, 3: 92, 4: 112}"
235 JURONG EAST ST 21,1002,839,FALSE,JURONG EAST,{2: 68}
403 PANDAN GDNS,2238,2217,FALSE,JURONG EAST,{4: 111}
288C JURONG EAST ST 21,941,777,FALSE,JURONG EAST,{5: 142}
196A BOON LAY DR,901,1219,TRUE,JURONG WEST,"{3: 93, 4: 113}"
197B BOON LAY DR,1025,1340,TRUE,JURONG WEST,"{2: 68, 3: 93}"
197D BOON LAY DR,964,1323,TRUE,JURONG WEST,"{3: 93, 4: 113}"
43 JLN BAHAGIA,1262,2454,TRUE,KALLANG/WHAMPOA,{2: 100}
704 PASIR RIS DR 10,2004,2481,FALSE,PASIR RIS,{3: 115}
242 PASIR RIS ST 21,2067,813,TRUE,PASIR RIS,{5: 149}
312C SUMANG LINK,2585,1051,TRUE,PUNGGOL,"{3: 92, 4: 112}"
312A SUMANG LINK,2556,1022,TRUE,PUNGGOL,"{2: 68, 3: 92}"
266A PUNGGOL WAY,1896,639,TRUE,PUNGGOL,"{3: 92, 4: 112}"
47 HOLLAND DR,505,797,FALSE,QUEENSTOWN,{2: 59}
453B FERNVALE RD,2603,466,TRUE,SENGKANG,{3: 92}
334A ANCHORVALE CRES,1352,1374,TRUE,SENGKANG,"{2: 67, 3: 92}"
326C ANCHORVALE RD,1167,1186,TRUE,SENGKANG,"{3: 92, 4: 112}"
333C ANCHORVALE LINK,672,694,TRUE,SENGKANG,"{3: 92, 4: 112}"
280B SENGKANG EAST AVE,435,964,TRUE,SENGKANG,"{3: 92, 4: 112}"
325A SENGKANG EAST WAY,744,764,TRUE,SENGKANG,"{3: 90, 4: 110}"
282C SENGKANG EAST AVE,384,1007,TRUE,SENGKANG,"{3: 92, 4: 112}"
262 SERANGOON CTRL DR,382,313,TRUE,SERANGOON,{2: 64}
324 SERANGOON AVE 3,593,515,TRUE,SERANGOON,{3: 92}
410 SERANGOON CTRL,515,600,TRUE,SERANGOON,"{3: 105, 4: 122}"
402 TAMPINES ST 41,1111,730,TRUE,TAMPINES,"{2: 64, 3: 104}"
888A TAMPINES ST 81,1211,1751,TRUE,TAMPINES,"{3: 104, 4: 123}"
318 TAMPINES ST 33,697,543,TRUE,TAMPINES,"{3: 110, 4: 129}"
230 TAMPINES ST 24,238,513,TRUE,TAMPINES,"{3: 98, 4: 121}"
868A TAMPINES AVE 8,1677,1572,TRUE,TAMPINES,"{2: 67, 3: 92}"
522B TAMPINES CTRL 7,1783,970,TRUE,TAMPINES,"{3: 93, 4: 113}"
230E TAMPINES ST 24,453,641,TRUE,TAMPINES,{5: 148}
252 KIM KEAT LINK,1366,2084,TRUE,TOA PAYOH,"{3: 104, 4: 122}"
782E WOODLANDS CRES,1222,2211,TRUE,WOODLANDS,"{3: 92, 4: 112}"
828 WOODLANDS ST 81,664,829,TRUE,WOODLANDS,{5: 152}
747 YISHUN ST 72,295,440,FALSE,YISHUN,{2: 68}
424B YISHUN AVE 11,2033,1733,TRUE,YISHUN,"{1: 47, 2: 67}"
748 YISHUN ST 72,373,512,FALSE,YISHUN,"{2: 73, 3: 93}"
316A YISHUN AVE 9,1378,479,TRUE,YISHUN,"{2: 67, 3: 92}"
230 YISHUN ST 21,785,707,TRUE,YISHUN,"{2: 68, 3: 93}"
430B YISHUN AVE 11,2326,2025,TRUE,YISHUN,{3: 92}
429B YISHUN AVE 11,2256,1956,TRUE,YISHUN,"{2: 67, 3: 92}"
431D YISHUN AVE 1,1914,2175,TRUE,YISHUN,{3: 92}
334C YISHUN ST 31,1739,841,TRUE,YISHUN,"{3: 92, 4: 112}"
926 YISHUN CTRL 1,519,374,TRUE,YISHUN,{3: 104}
432D YISHUN AVE 1,1806,2207,TRUE,YISHUN,"{3: 92, 4: 112}"
432C YISHUN AVE 1,1756,2213,TRUE,YISHUN,"{3: 92, 4: 112}"
464 ANG MO KIO AVE 10,1168,1316,TRUE,ANG MO KIO,"{2: 73, 3: 92}"
261 BT BATOK EAST AVE 4,1397,1418,TRUE,BUKIT BATOK,"{2: 71, 3: 93}"
541 BT BATOK ST 52,609,1203,TRUE,BUKIT BATOK,"{3: 84, 4: 122}"
514 JELAPANG RD,1484,1312,TRUE,BUKIT PANJANG,"{3: 102, 4: 122}"
605 CHOA CHU KANG ST 62,506,516,TRUE,CHOA CHU KANG,{5: 146}
380 CLEMENTI AVE 5,663,719,TRUE,CLEMENTI,"{2: 68, 3: 93}"
168 HOUGANG AVE 1,1517,1315,TRUE,HOUGANG,{3: 100}
338 JURONG EAST AVE 1,1098,2915,FALSE,JURONG EAST,{3: 104}
25 TEBAN GDNS RD,2719,2698,FALSE,JURONG EAST,{3: 104}
715 JURONG WEST ST 71,982,1672,TRUE,JURONG WEST,"{3: 104, 4: 122}"
175C YUNG KUANG RD,1758,2570,TRUE,JURONG WEST,{3: 93}
175A YUNG KUANG RD,1870,2608,TRUE,JURONG WEST,"{3: 94, 4: 114}"
51 JLN BAHAGIA,1539,2590,TRUE,KALLANG/WHAMPOA,{2: 119}
527A PASIR RIS ST 51,612,1564,TRUE,PASIR RIS,{3: 93}
420 PASIR RIS DR 6,1068,752,TRUE,PASIR RIS,{5: 148}
313C SUMANG LINK,2636,1102,TRUE,PUNGGOL,"{3: 92, 4: 112}"
453A FERNVALE RD,2567,425,TRUE,SENGKANG,"{1: 46, 2: 67}"
331C ANCHORVALE ST,996,1018,TRUE,SENGKANG,"{2: 67, 3: 92}"
279C SENGKANG EAST AVE,332,944,TRUE,SENGKANG,{2: 67}
326D ANCHORVALE RD,1220,1242,TRUE,SENGKANG,"{3: 92, 4: 112}"
333A ANCHORVALE LINK,798,820,TRUE,SENGKANG,"{3: 92, 4: 112}"
334B ANCHORVALE CRES,1424,1446,TRUE,SENGKANG,"{2: 67, 3: 94}"
868C TAMPINES AVE 8,1685,1443,TRUE,TAMPINES,{2: 67}
523B TAMPINES CTRL 7,1962,1216,TRUE,TAMPINES,"{1: 47, 2: 67, 3: 93}"
523C TAMPINES CTRL 7,1992,1217,TRUE,TAMPINES,"{3: 93, 4: 113}"
856E TAMPINES ST 82,916,683,TRUE,TAMPINES,{5: 148}
342B YISHUN RING RD,1482,659,TRUE,YISHUN,"{2: 68, 3: 95}"
432B YISHUN AVE 1,1843,2300,TRUE,YISHUN,"{3: 92, 4: 112}"
334D YISHUN ST 31,1701,852,TRUE,YISHUN,"{2: 67, 3: 92}"
931 YISHUN CTRL 1,708,563,TRUE,YISHUN,{4: 123}
509 BEDOK NTH ST 3,752,1263,TRUE,BEDOK,"{2: 67, 3: 90}"
403 BT BATOK WEST AVE 7,1384,2007,TRUE,BUKIT BATOK,{5: 146}
297 CHOA CHU KANG AVE 2,1277,1242,TRUE,CHOA CHU KANG,"{3: 101, 4: 122}"
551 CHOA CHU KANG ST 52,750,612,TRUE,CHOA CHU KANG,"{3: 105, 4: 120}"
556 CHOA CHU KANG NTH 6,569,431,TRUE,CHOA CHU KANG,{5: 148}
124 PAYA LEBAR WAY,742,1614,TRUE,GEYLANG,{4: 118}
243 HOUGANG ST 22,1199,1049,FALSE,HOUGANG,"{2: 67, 3: 92}"
438 HOUGANG AVE 8,701,773,TRUE,HOUGANG,{3: 109}
39 TEBAN GDNS RD,2080,2059,FALSE,JURONG EAST,{2: 67}
439 JURONG WEST AVE 1,1501,2905,TRUE,JURONG WEST,"{2: 76, 3: 103}"
197A BOON LAY DR,1054,1386,TRUE,JURONG WEST,"{2: 68, 3: 93}"
175B YUNG KUANG RD,1735,2493,TRUE,JURONG WEST,{3: 93}
701 JURONG WEST ST 71,797,1658,TRUE,JURONG WEST,{5: 147}
805 KING GEORGE'S AVE,273,413,TRUE,KALLANG/WHAMPOA,{1: 44}
42 JLN BAHAGIA,1305,2559,TRUE,KALLANG/WHAMPOA,{2: 134}
526A PASIR RIS ST 51,758,1710,TRUE,PASIR RIS,{3: 93}
525C PASIR RIS ST 51,558,1510,TRUE,PASIR RIS,"{3: 93, 4: 113}"
524A PASIR RIS ST 51,427,1379,TRUE,PASIR RIS,"{3: 93, 4: 113}"
312B SUMANG LINK,2489,955,TRUE,PUNGGOL,"{3: 92, 4: 112}"
264A PUNGGOL WAY,1962,574,TRUE,PUNGGOL,"{3: 92, 4: 112}"
40 HOLLAND DR,554,846,FALSE,QUEENSTOWN,{2: 59}
453D FERNVALE RD,2757,293,TRUE,SENGKANG,"{2: 67, 3: 92}"
279A SENGKANG EAST AVE,268,891,TRUE,SENGKANG,{2: 67}
105 RIVERVALE WALK,1292,1483,TRUE,SENGKANG,"{3: 102, 4: 122}"
440A FERNVALE LINK,2368,468,TRUE,SENGKANG,"{3: 92, 4: 113}"
329A ANCHORVALE ST,1046,1067,TRUE,SENGKANG,"{2: 67, 3: 92}"
453C FERNVALE RD,2818,354,TRUE,SENGKANG,{3: 92}
223C COMPASSVALE WALK,587,654,TRUE,SENGKANG,{4: 121}
279B SENGKANG EAST AVE,301,925,TRUE,SENGKANG,"{3: 92, 4: 112}"
313 SERANGOON AVE 2,316,1020,TRUE,SERANGOON,"{2: 68, 3: 93}"
519C TAMPINES CTRL 8,1499,689,TRUE,TAMPINES,"{2: 62, 3: 84}"
159 SIMEI RD,557,906,FALSE,TAMPINES,"{3: 106, 4: 122}"
496G TAMPINES AVE 9,1138,1405,TRUE,TAMPINES,"{3: 106, 4: 125}"
894A WOODLANDS DR 50,684,772,FALSE,WOODLANDS,"{3: 100, 4: 119}"
317C YISHUN AVE 9,1459,535,TRUE,YISHUN,{3: 92}
431A YISHUN AVE 1,1970,2246,TRUE,YISHUN,"{3: 92, 4: 112}"
317A YISHUN AVE 9,1425,401,TRUE,YISHUN,"{3: 92, 4: 112}"
318B YISHUN AVE 9,1481,473,TRUE,YISHUN,"{3: 92, 4: 112}"
318A YISHUN AVE 9,1450,427,TRUE,YISHUN,"{3: 92, 4: 112}"
632 ANG MO KIO AVE 4,703,1525,TRUE,ANG MO KIO,"{2: 72, 3: 98}"
252 BISHAN ST 22,1630,1472,TRUE,BISHAN,{3: 109}
513 BT BATOK ST 52,643,1289,TRUE,BUKIT BATOK,{3: 88}
52 TELOK BLANGAH DR,624,1816,FALSE,BUKIT MERAH,{4: 118}
103 GANGSA RD,1002,670,TRUE,BUKIT PANJANG,{2: 64}
547C SEGAR RD,1618,1446,TRUE,BUKIT PANJANG,"{1: 47, 2: 67}"
459 SEGAR RD,1889,1648,TRUE,BUKIT PANJANG,"{2: 68, 3: 93}"
208 CHOA CHU KANG CTRL,880,685,TRUE,CHOA CHU KANG,{5: 147}
303 JURONG EAST ST 32,798,1834,TRUE,JURONG EAST,"{2: 75, 5: 163}"
855 JURONG WEST ST 81,1458,1892,TRUE,JURONG WEST,"{3: 104, 4: 124}"
974 JURONG WEST ST 93,706,1945,TRUE,JURONG WEST,{5: 146}
527B PASIR RIS ST 51,550,1502,TRUE,PASIR RIS,"{1: 47, 2: 68}"
406 PASIR RIS DR 6,1020,329,TRUE,PASIR RIS,"{3: 107, 4: 122}"
207 PASIR RIS ST 21,1952,328,TRUE,PASIR RIS,{5: 147}
261C PUNGGOL WAY,1870,1217,TRUE,PUNGGOL,{3: 93}
108 C'WEALTH CRES,787,1691,FALSE,QUEENSTOWN,"{1: 47, 2: 65, 3: 111}"
440C FERNVALE LINK,2279,427,TRUE,SENGKANG,"{3: 92, 4: 113}"
329B ANCHORVALE ST,1044,1066,TRUE,SENGKANG,"{3: 93, 4: 112}"
440B FERNVALE LINK,2396,395,TRUE,SENGKANG,"{3: 92, 4: 113}"
331B ANCHORVALE ST,948,970,TRUE,SENGKANG,"{3: 92, 4: 112}"
335B ANCHORVALE CRES,1453,1475,TRUE,SENGKANG,"{3: 92, 4: 113}"
524B TAMPINES CTRL 7,1906,1131,TRUE,TAMPINES,"{1: 47, 2: 67, 3: 93}"
520A TAMPINES CTRL 8,1805,959,TRUE,TAMPINES,"{2: 61, 3: 84}"
519B TAMPINES CTRL 8,1811,843,TRUE,TAMPINES,"{3: 84, 4: 108}"
523A TAMPINES CTRL 7,1941,1169,TRUE,TAMPINES,"{3: 93, 4: 113}"
519D TAMPINES CTRL 8,1460,763,TRUE,TAMPINES,{4: 108}
253 KIM KEAT AVE,1433,2048,TRUE,TOA PAYOH,{4: 124}
131 POTONG PASIR AVE 1,708,524,FALSE,TOA PAYOH,{5: 156}
216 MARSILING LANE,1870,2213,FALSE,WOODLANDS,{4: 118}
333D YISHUN ST 31,1669,819,TRUE,YISHUN,"{2: 67, 3: 92}"
342C YISHUN RING RD,1553,731,TRUE,YISHUN,"{3: 94, 4: 114}"
334A YISHUN ST 31,1650,627,TRUE,YISHUN,"{2: 67, 3: 92}"
335A YISHUN ST 31,1582,559,TRUE,YISHUN,"{2: 67, 3: 92}"
432A YISHUN AVE 1,1916,2300,TRUE,YISHUN,"{3: 92, 4: 112}"
437 ANG MO KIO AVE 10,707,854,TRUE,ANG MO KIO,{4: 119}
218 BISHAN ST 23,950,948,TRUE,BISHAN,{5: 149}
245 BT BATOK EAST AVE 5,1260,1281,TRUE,BUKIT BATOK,"{2: 68, 3: 93}"
6 KIM TIAN RD,288,404,TRUE,BUKIT MERAH,"{3: 107, 4: 133}"
88 REDHILL CL,572,1461,TRUE,BUKIT MERAH,{3: 112}
461 SEGAR RD,1821,1580,TRUE,BUKIT PANJANG,{3: 93}
635B SENJA RD,1078,1078,TRUE,BUKIT PANJANG,"{3: 93, 4: 112}"
550B SEGAR RD,1682,1556,TRUE,BUKIT PANJANG,"{3: 92, 4: 113}"
116 TECK WHYE LANE,1255,1364,TRUE,CHOA CHU KANG,"{3: 105, 4: 121}"
432 CHOA CHU KANG AVE 4,466,512,TRUE,CHOA CHU KANG,"{3: 104, 4: 137}"
756 CHOA CHU KANG NTH 5,657,655,TRUE,CHOA CHU KANG,{5: 147}
530 HOUGANG AVE 6,805,727,TRUE,HOUGANG,{2: 64}
138A YUAN CHING RD,2147,4537,FALSE,JURONG WEST,"{2: 67, 3: 89, 4: 106}"
703 PASIR RIS DR 10,2028,2508,FALSE,PASIR RIS,{3: 114}
528B PASIR RIS ST 51,407,1359,TRUE,PASIR RIS,"{3: 93, 4: 113}"
525A PASIR RIS ST 51,615,1567,TRUE,PASIR RIS,"{3: 93, 4: 113}"
526D PASIR RIS ST 51,636,1588,TRUE,PASIR RIS,"{3: 93, 4: 113}"
526B PASIR RIS ST 51,717,1669,TRUE,PASIR RIS,{3: 93}
46 HOLLAND DR,573,866,FALSE,QUEENSTOWN,{2: 59}
201B TAMPINES ST 21,492,261,TRUE,TAMPINES,{2: 74}
520C TAMPINES CTRL 8,1797,952,TRUE,TAMPINES,"{2: 61, 3: 84}"
523D TAMPINES CTRL 7,1935,1160,TRUE,TAMPINES,"{3: 93, 4: 113}"
501 TAMPINES CTRL 1,1226,524,TRUE,TAMPINES,"{3: 114, 4: 121}"
180B MARSILING RD,1552,1034,TRUE,WOODLANDS,{2: 67}
863 WOODLANDS ST 83,872,1451,TRUE,WOODLANDS,{4: 128}
504A YISHUN ST 51,1495,2287,TRUE,YISHUN,"{2: 68, 3: 92, 4: 112}"
335B YISHUN ST 31,1651,627,TRUE,YISHUN,"{2: 67, 3: 92}"
333C YISHUN ST 31,1616,766,TRUE,YISHUN,{3: 92}
640A YISHUN ST 61,1094,1401,TRUE,YISHUN,"{2: 64, 3: 91, 5: 162}"
636A YISHUN ST 61,1032,1590,TRUE,YISHUN,{5: 164}
274 BT BATOK EAST AVE 4,1206,1233,TRUE,BUKIT BATOK,"{2: 64, 3: 88}"
246 BT BATOK EAST AVE 5,1272,1299,TRUE,BUKIT BATOK,"{2: 69, 3: 94}"
10B BOON TIONG RD,329,372,TRUE,BUKIT MERAH,"{2: 62, 3: 87}"
