Address,Lat,Long,Nearest MRT,Distance to MRT,Nearest Mall,Distance to Mall,Nearest Pri Sch,Within 1km of Pri
307 SHUNFU RD,1.350480166,103.8387713,Marymount MRT,,Thomson Plaza,,Catholic High School,True
197 BISHAN ST 13,1.34909908,103.8506737,Bishan MRT,,Junction 8,,Kuo Chuan Presbyterian Primary School,True
203 BISHAN ST 23,1.354536742,103.847452,Bishan MRT,,Junction 8,,Catholic High School,True
124 BISHAN ST 12,1.346476051,103.8512737,Bishan MRT,,Junction 8,,Kuo Chuan Presbyterian Primary School,True
163 BISHAN ST 13,1.348022952,103.856275,Bishan MRT,,Junction 8,,Kuo Chuan Presbyterian Primary School,True
126 BISHAN ST 12,1.346274513,103.8520837,Bishan MRT,,Junction 8,,Kuo Chuan Presbyterian Primary School,True
216 BISHAN ST 23,1.356370631,103.849221,Bishan MRT,,Junction 8,,Catholic High School,True
206 BISHAN ST 23,1.355681274,103.8478083,Bishan MRT,,Junction 8,,Catholic High School,True
103 BISHAN ST 12,1.345512491,103.8483142,Braddell MRT,,Junction 8,,Kuo Chuan Presbyterian Primary School,True
312 SHUNFU RD,1.351204616,103.8387168,Marymount MRT,,Thomson Plaza,,Catholic High School,True
239 BISHAN ST 22,1.360428946,103.8447773,Ang Mo Kio MRT,,AMK Hub,,Catholic High School,True
261 BISHAN ST 22,1.358986893,103.8433244,Bishan MRT,,Junction 8,,Catholic High School,True
201 BISHAN ST 23,1.355066869,103.8469461,Bishan MRT,,Junction 8,,Catholic High School,True
506 BT BATOK ST 52,1.352248316,103.7546638,Bukit Batok MRT,,West Mall,,Bukit View Primary School,True
251 BT BATOK EAST AVE 5,1.350807033,103.7575336,Bukit Batok MRT,,West Mall,,Keming Primary School,True
249 BT BATOK EAST AVE 5,1.350616557,103.7565642,Bukit Batok MRT,,West Mall,,Keming Primary School,True
534 BT BATOK ST 51,1.355906982,103.7504116,Bukit Gombak MRT,,West Mall,,Dazhong Primary School,True
407 BT BATOK WEST AVE 4,1.364851719,103.7458146,Bukit Gombak MRT,,West Mall,,Dazhong Primary School,True
135 BT BATOK WEST AVE 6,1.351252319,103.744795,Bukit Batok MRT,,West Mall,,Princess Elizabeth Primary School,True
306 BT BATOK ST 31,1.358287839,103.7475204,Bukit Gombak MRT,,West Mall,,Dazhong Primary School,True
312 BT BATOK ST 32,1.359878751,103.7473357,Bukit Gombak MRT,,West Mall,,Dazhong Primary School,True
157 BT BATOK ST 11,1.348368995,103.7434221,Bukit Batok MRT,,West Mall,,Princess Elizabeth Primary School,True
507 BT BATOK ST 52,1.352221043,103.7539799,Bukit Batok MRT,,West Mall,,Bukit View Primary School,True
339 BT BATOK ST 34,1.363197986,103.7508046,Bukit Gombak MRT,,West Mall,,Dazhong Primary School,True
348 BT BATOK ST 34,1.362135303,103.7506174,Bukit Gombak MRT,,West Mall,,Dazhong Primary School,True
305 BT BATOK ST 31,1.357861008,103.7479345,Bukit Gombak MRT,,West Mall,,Dazhong Primary School,True
414 BT BATOK WEST AVE 4,1.363576106,103.7459774,Bukit Gombak MRT,,West Mall,,Dazhong Primary School,True
343 BT BATOK ST 34,1.362387768,103.7491675,Bukit Gombak MRT,,West Mall,,Dazhong Primary School,True
165 BT BATOK WEST AVE 8,1.347319856,103.741975,Bukit Batok MRT,,West Mall,,Princess Elizabeth Primary School,True
304 BT BATOK ST 31,1.357471521,103.7479488,Bukit Gombak MRT,,West Mall,,Dazhong Primary School,True
104 BT BATOK CTRL,1.348995003,103.7472582,Bukit Batok MRT,,West Mall,,Princess Elizabeth Primary School,True
426 BT BATOK WEST AVE 2,1.361679744,103.7448974,Bukit Gombak MRT,,West Mall,,Dazhong Primary School,True
288B BT BATOK ST 25,1.346006231,103.7605059,Bukit Batok MRT,,West Mall,,Keming Primary School,True
170 BT BATOK WEST AVE 8,1.34655585,103.7401015,Chinese Garden MRT,,West Mall,,Princess Elizabeth Primary School,True
622 BT BATOK CTRL,1.350716438,103.7484964,Bukit Batok MRT,,West Mall,,Bukit View Primary School,True
354 BT BATOK ST 31,1.361387487,103.7497292,Bukit Gombak MRT,,West Mall,,Dazhong Primary School,True
524 BT BATOK ST 52,1.357223389,103.7526547,Bukit Gombak MRT,,West Mall,,Dazhong Primary School,True
299 BT BATOK ST 22,1.344247089,103.747101,Bukit Batok MRT,,West Mall,,Bukit View Primary School,True
288G BT BATOK ST 25,1.345013481,103.7595968,Bukit Batok MRT,,West Mall,,Keming Primary School,True
16 TELOK BLANGAH CRES,1.278053652,103.8215046,Tiong Bahru MRT,,Tiong Bahru Plaza,,Radin Mas Primary School,True
12 TAMAN HO SWEE,1.287807531,103.8327806,Havelock MRT,,Great World,,River Valley Primary School,True
12 TELOK BLANGAH CRES,1.27718546,103.8195162,Telok Blangah MRT,,Tiong Bahru Plaza,,Radin Mas Primary School,True
146 JLN BT MERAH,1.277848766,103.8308115,Tiong Bahru MRT,,Tiong Bahru Plaza,,Radin Mas Primary School,True
104 BT PURMEI RD,1.272398536,103.8256255,HarbourFront MRT,,VivoCity,,Radin Mas Primary School,True
18 TAMAN HO SWEE,1.288098683,103.831032,Havelock MRT,,Tiong Bahru Plaza,,Zhangde Primary School,True
112 BT PURMEI RD,1.274528526,103.8259329,HarbourFront MRT,,VivoCity,1629.0,Radin Mas Primary School,True
4 EVERTON PK,1.276883074,103.8400856,Outram Park MRT,613.0,100 AM,694.0,Zhangde Primary School,False
127C KIM TIAN RD,1.281522804,103.8300358,Tiong Bahru MRT,960.0,Tiong Bahru Plaza,1003.0,Zhangde Primary School,True
38 KIM PONG RD,1.284864669,103.8305005,Tiong Bahru MRT,533.0,Tiong Bahru Plaza,576.0,Zhangde Primary School,True
34 KIM CHENG ST,1.284899222,103.8315842,Havelock MRT,629.0,Tiong Bahru Plaza,696.0,Zhangde Primary School,True
103 HENDERSON CRES,1.289742097,103.8213757,Redhill MRT,798.0,Tiong Bahru Plaza,1065.0,Alexandra Primary School,True
52 LENGKOK BAHRU,1.288487134,103.8133515,Redhill MRT,498.0,Anchorpoint,1312.0,Alexandra Primary School,False
14A TELOK BLANGAH CRES,1.277760301,103.8207301,Tiong Bahru MRT,1735.0,Tiong Bahru Plaza,1851.0,Radin Mas Primary School,True
103A DEPOT RD,1.280701976,103.8133534,Redhill MRT,1592.0,Anchorpoint,2170.0,Radin Mas Primary School,False
118D JLN MEMBINA,1.282681051,103.8265834,Tiong Bahru MRT,453.0,Tiong Bahru Plaza,569.0,Zhangde Primary School,True
126A KIM TIAN RD,1.282856548,103.8294964,Tiong Bahru MRT,675.0,Tiong Bahru Plaza,718.0,Zhangde Primary School,True
124A BT MERAH VIEW,1.284887046,103.8227818,Tiong Bahru MRT,679.0,Tiong Bahru Plaza,827.0,Zhangde Primary School,True
73A REDHILL RD,1.28793757,103.8167909,Redhill MRT,234.0,Tiong Bahru Plaza,1518.0,Alexandra Primary School,True
74A REDHILL RD,1.287963807,103.8162431,Redhill MRT,264.0,Anchorpoint,1635.0,Alexandra Primary School,True
76A REDHILL RD,1.28871632,103.8168546,Redhill MRT,128.0,Tiong Bahru Plaza,1486.0,Alexandra Primary School,True
72 TELOK BLANGAH HTS,1.276117977,103.80959,Telok Blangah MRT,718.0,Anchorpoint,2467.0,Radin Mas Primary School,False
106 SPOTTISWOODE PK RD,1.273566738,103.8340582,Outram Park MRT,1187.0,100 AM,1230.0,Radin Mas Primary School,False
87 TELOK BLANGAH HTS,1.276867842,103.8081486,Telok Blangah MRT,1029.0,Anchorpoint,2257.0,Radin Mas Primary School,False
86 TELOK BLANGAH HTS,1.276756464,103.8085252,Telok Blangah MRT,1073.0,Anchorpoint,2240.0,Radin Mas Primary School,False
125 KIM TIAN RD,1.283634676,103.8281281,Tiong Bahru MRT,395.0,Tiong Bahru Plaza,511.0,Zhangde Primary School,True
75C REDHILL RD,1.289023143,103.816276,Redhill MRT,134.0,Anchorpoint,1559.0,Alexandra Primary School,True
49 TELOK BLANGAH DR,1.272201815,103.8110608,Telok Blangah MRT,325.0,HarbourFront Centre,1619.0,Radin Mas Primary School,False
19 CANTONMENT CL,1.273883542,103.8390033,Outram Park MRT,1135.0,100 AM,670.0,Radin Mas Primary School,False
120 KIM TIAN PL,1.28295504,103.8279833,Tiong Bahru MRT,487.0,Tiong Bahru Plaza,603.0,Zhangde Primary School,True
121 KIM TIAN PL,1.282702702,103.8284912,Tiong Bahru MRT,519.0,Tiong Bahru Plaza,635.0,Zhangde Primary School,True
63B LENGKOK BAHRU,1.289075068,103.8153184,Redhill MRT,221.0,Anchorpoint,1459.0,Alexandra Primary School,False
227 PENDING RD,1.374959633,103.7714665,Cashew MRT,1134.0,Bukit Panjang Plaza,1093.0,Bukit Panjang Primary School,True
205 PETIR RD,1.373430254,103.7739241,Cashew MRT,1312.0,Bukit Panjang Plaza,1404.0,Bukit Panjang Primary School,True
226 PENDING RD,1.375236556,103.7723684,Cashew MRT,1218.0,Bukit Panjang Plaza,1235.0,Bukit Panjang Primary School,True
409 SAUJANA RD,1.382334926,103.7676777,Bukit Panjang MRT,1082.0,Bukit Panjang Plaza,853.0,Zhenghua Primary School,True
472 SEGAR RD,1.387910963,103.7725725,Bukit Panjang MRT,1937.0,Bukit Panjang Plaza,1697.0,West Spring Primary School,True
208 PETIR RD,1.37398084,103.775028,Cashew MRT,1500.0,Bukit Panjang Plaza,1592.0,Bukit Panjang Primary School,True
609 BT PANJANG RING RD,1.382857341,103.7620101,Bukit Panjang MRT,593.0,Junction 10,701.0,West Spring Primary School,True
421 FAJAR RD,1.384396372,103.770045,Bukit Panjang MRT,1427.0,Bukit Panjang Plaza,1186.0,Zhenghua Primary School,True
436 FAJAR RD,1.382259136,103.7702689,Bukit Panjang MRT,1276.0,Bukit Panjang Plaza,1036.0,Zhenghua Primary School,True
502 JELAPANG RD,1.383717213,103.7667508,Bukit Panjang MRT,1158.0,Bukit Panjang Plaza,929.0,Zhenghua Primary School,True
415 SAUJANA RD,1.383359054,103.768932,Bukit Panjang MRT,1311.0,Bukit Panjang Plaza,1071.0,Zhenghua Primary School,True
171 GANGSA RD,1.378969537,103.766375,Bukit Panjang MRT,730.0,Bukit Panjang Plaza,398.0,Zhenghua Primary School,True
185 JELEBU RD,1.379355256,103.7622965,Bukit Panjang MRT,180.0,Hillion Mall,384.0,Zhenghua Primary School,True
182 JELEBU RD,1.37984404,103.7634092,Bukit Panjang MRT,304.0,Bukit Panjang Plaza,251.0,Zhenghua Primary School,True
603 SENJA RD,1.381536458,103.7621388,Bukit Panjang MRT,358.0,Junction 10,465.0,Zhenghua Primary School,True
452 FAJAR RD,1.38552054,103.7721187,Bukit Panjang MRT,1725.0,Bukit Panjang Plaza,1485.0,Zhenghua Primary School,True
465 SEGAR RD,1.387227629,103.7727901,Bukit Panjang MRT,1940.0,Bukit Panjang Plaza,1699.0,West Spring Primary School,True
201 PETIR RD,1.37184316,103.7752224,Cashew MRT,1567.0,Bukit Panjang Plaza,1659.0,Bukit Panjang Primary School,True
273 BANGKIT RD,1.377573211,103.7753528,Cashew MRT,1745.0,Bukit Panjang Plaza,1617.0,Zhenghua Primary School,True
515 JELAPANG RD,1.388206157,103.7672658,Bukit Panjang MRT,1479.0,Bukit Panjang Plaza,1333.0,West Spring Primary School,True
627 SENJA RD,1.385535022,103.7593783,Bukit Panjang MRT,935.0,Junction 10,943.0,West Spring Primary School,True
617 BT PANJANG RING RD,1.385652595,103.7628257,Bukit Panjang MRT,899.0,Bukit Panjang Plaza,806.0,West Spring Primary School,True
133A CASHEW RD,1.374673459,103.7703452,Cashew MRT,1039.0,Bukit Panjang Plaza,1039.0,Bukit Panjang Primary School,True
155 GANGSA RD,1.37531521,103.7650289,Cashew MRT,1449.0,Hillion Mall,588.0,Bukit Panjang Primary School,True
503 JELAPANG RD,1.384184146,103.7664346,Bukit Panjang MRT,1124.0,Bukit Panjang Plaza,952.0,West Spring Primary School,True
12 TOH YI DR,1.338402743,103.7726858,Beauty World MRT,605.0,Kap Mall,1051.0,Pei Hwa Presbyterian Primary School,True
1 QUEEN'S RD,1.317266295,103.8067829,Farrer Road MRT,90.0,The Star Vista,3212.0,Nanyang Primary School,True
2 TOH YI DR,1.339174804,103.7753414,Beauty World MRT,310.0,Kap Mall,651.0,Pei Hwa Presbyterian Primary School,True
635 VEERASAMY RD,1.306588502,103.8552187,Jalan Besar MRT,238.0,City Square Mall,1001.0,St. Joseph's Institution Junior,False
637 VEERASAMY RD,1.30702756,103.8555275,Jalan Besar MRT,291.0,City Square Mall,883.0,St. Joseph's Institution Junior,False
661 BUFFALO RD,1.306710983,103.8501344,Little India MRT,612.0,Plaza Singapura,1720.0,Anglo-Chinese School (Junior),False
233 BAIN ST,1.296794864,103.8539072,Bras Basah MRT,483.0,Bugis+,293.0,Tao Nan School,True
8 TG PAGAR PLAZA,1.277272573,103.8429172,Tanjong Pagar MRT,499.0,Icon Village,382.0,Tao Nan School,False
16 TECK WHYE LANE,1.378377877,103.7547648,Bukit Panjang MRT,1388.0,Junction 10,1382.0,South View Primary School,False
252 CHOA CHU KANG AVE 2,1.378035394,103.7450207,Choa Chu Kang MRT,1048.0,Lot One,1013.0,Chua Chu Kang Primary School,True
660 CHOA CHU KANG CRES,1.401022358,103.7498624,Yew Tee MRT,586.0,YewTee Point,723.0,Kranji Primary School,True
690D CHOA CHU KANG CRES,1.402149787,103.7521016,Yew Tee MRT,1040.0,YewTee Point,1177.0,Kranji Primary School,False
296 CHOA CHU KANG AVE 2,1.37738338,103.7407814,Choa Chu Kang MRT,1227.0,Lot One,1192.0,Chua Chu Kang Primary School,True
484B CHOA CHU KANG AVE 5,1.376230308,103.7363383,Choa Chu Kang MRT,1558.0,Lot One,1564.0,Concord Primary School,True
234 CHOA CHU KANG CTRL,1.380206956,103.7481376,Choa Chu Kang MRT,897.0,Lot One,861.0,South View Primary School,True
410 CHOA CHU KANG AVE 3,1.380627988,103.7415201,Choa Chu Kang MRT,776.0,Lot One,763.0,Chua Chu Kang Primary School,True
685A CHOA CHU KANG CRES,1.403781024,103.7476626,Yew Tee MRT,884.0,YewTee Point,1020.0,De La Salle School,False
413 CHOA CHU KANG AVE 3,1.381327922,103.7425685,Choa Chu Kang MRT,635.0,Lot One,620.0,Chua Chu Kang Primary School,True
158 JLN TECK WHYE,1.379995549,103.7569631,Bukit Panjang MRT,768.0,Junction 10,903.0,South View Primary School,False
212 CHOA CHU KANG CTRL,1.382469861,103.7473479,Choa Chu Kang MRT,697.0,Lot One,502.0,South View Primary School,True
607 CHOA CHU KANG ST 62,1.399016586,103.7441822,Yew Tee MRT,473.0,YewTee Point,494.0,De La Salle School,True
636 CHOA CHU KANG NTH 6,1.397277753,103.748932,Yew Tee MRT,220.0,YewTee Point,357.0,Kranji Primary School,True
688B CHOA CHU KANG DR,1.403435938,103.7503369,Yew Tee MRT,861.0,YewTee Point,998.0,Kranji Primary School,False
13 TECK WHYE LANE,1.378946347,103.7558479,Bukit Panjang MRT,804.0,Junction 10,961.0,South View Primary School,False
296C CHOA CHU KANG AVE 2,1.37658461,103.7422972,Choa Chu Kang MRT,1341.0,Lot One,1306.0,Chua Chu Kang Primary School,True
687D CHOA CHU KANG DR,1.403685808,103.7515813,Yew Tee MRT,1022.0,YewTee Point,1159.0,Kranji Primary School,False
614 CHOA CHU KANG ST 62,1.401067497,103.744025,Yew Tee MRT,721.0,YewTee Point,741.0,De La Salle School,True
510 CHOA CHU KANG ST 51,1.387947563,103.7413782,Choa Chu Kang MRT,753.0,Lot One,799.0,De La Salle School,True
162 JLN TECK WHYE,1.380865519,103.7576837,Bukit Panjang MRT,621.0,Junction 10,615.0,South View Primary School,False
669 CHOA CHU KANG CRES,1.402923616,103.7482687,Yew Tee MRT,725.0,YewTee Point,861.0,Kranji Primary School,False
665 CHOA CHU KANG CRES,1.401997458,103.7500784,Yew Tee MRT,703.0,YewTee Point,840.0,Kranji Primary School,True
546 CHOA CHU KANG ST 52,1.393012829,103.7432624,Yew Tee MRT,834.0,YewTee Point,696.0,De La Salle School,True
785 CHOA CHU KANG DR,1.394855245,103.7480441,Yew Tee MRT,417.0,YewTee Point,415.0,Kranji Primary School,True
786 CHOA CHU KANG DR,1.395083408,103.7483491,Yew Tee MRT,385.0,YewTee Point,383.0,Kranji Primary School,True
638 CHOA CHU KANG ST 64,1.397806514,103.7483725,Yew Tee MRT,149.0,YewTee Point,286.0,Kranji Primary School,True
561 CHOA CHU KANG NTH 6,1.396326453,103.7449572,Yew Tee MRT,415.0,YewTee Point,277.0,De La Salle School,True
555 CHOA CHU KANG NTH 6,1.39628678,103.7436784,Yew Tee MRT,549.0,YewTee Point,411.0,De La Salle School,True
714 CLEMENTI WEST ST 2,1.304303413,103.7616821,Clementi MRT,1800.0,West Coast Plaza,773.0,Qifa Primary School,False
509 WEST COAST DR,1.311157766,103.7610175,Clementi MRT,925.0,The Clementi Mall,855.0,Qifa Primary School,True
612 CLEMENTI WEST ST 1,1.303442199,103.7686334,Clementi MRT,1815.0,West Coast Plaza,500.0,Qifa Primary School,False
376 CLEMENTI AVE 4,1.318100065,103.7666926,Clementi MRT,543.0,The Clementi Mall,599.0,Nan Hua Primary School,True
105 CLEMENTI ST 12,1.32271179,103.7698881,Clementi MRT,1650.0,The Clementi Mall,1706.0,Nan Hua Primary School,False
330 CLEMENTI AVE 2,1.313744705,103.7677818,Clementi MRT,455.0,The Clementi Mall,524.0,Nan Hua Primary School,True
712 CLEMENTI WEST ST 2,1.304974887,103.761862,Clementi MRT,1684.0,West Coast Plaza,798.0,Qifa Primary School,False
373 CLEMENTI AVE 4,1.319490182,103.7673379,Clementi MRT,766.0,The Clementi Mall,823.0,Nan Hua Primary School,True
301 CLEMENTI AVE 4,1.322176495,103.7649121,Clementi MRT,961.0,The Clementi Mall,1025.0,Nan Hua Primary School,True
460 CLEMENTI AVE 3,1.311151417,103.7669352,Clementi MRT,557.0,The Clementi Mall,625.0,Nan Hua Primary School,False
457 CLEMENTI AVE 3,1.311799557,103.7672502,Clementi MRT,485.0,The Clementi Mall,553.0,Nan Hua Primary School,False
425 CLEMENTI AVE 1,1.309626523,103.7711231,Dover MRT,1118.0,West Coast Plaza,1242.0,Nan Hua Primary School,False
441B CLEMENTI AVE 3,1.314576215,103.7641589,Clementi MRT,118.0,The Clementi Mall,49.0,Nan Hua Primary School,True
204 CLEMENTI AVE 6,1.320985887,103.7632317,Clementi MRT,798.0,The Clementi Mall,862.0,Nan Hua Primary School,True
338 CLEMENTI AVE 2,1.316290398,103.7695321,Clementi MRT,715.0,The Clementi Mall,772.0,Nan Hua Primary School,True
109 ALJUNIED CRES,1.319392918,103.8844399,Aljunied MRT,680.0,Paya Lebar Square,1306.0,Geylang Methodist School (Primary),True
93 PAYA LEBAR WAY,1.322734769,103.8881032,MacPherson MRT,656.0,Paya Lebar Square,1211.0,Geylang Methodist School (Primary),True
23 BALAM RD,1.330970967,103.8865404,Tai Seng MRT,804.0,Paya Lebar Square,2119.0,Maris Stella High School,False
69 CIRCUIT RD,1.325023293,103.8874615,MacPherson MRT,513.0,Paya Lebar Square,1454.0,Geylang Methodist School (Primary),True
18 EUNOS CRES,1.323741518,103.9043603,Eunos MRT,608.0,Singpost Centre,1759.0,Maha Bodhi School,True
83 MACPHERSON LANE,1.331549855,103.8855179,Tai Seng MRT,697.0,Paya Lebar Square,2210.0,Maris Stella High School,False
52 CIRCUIT RD,1.324208514,103.8854669,Mattar MRT,645.0,Paya Lebar Square,1539.0,Geylang Methodist School (Primary),True
64 CIRCUIT RD,1.326984045,103.8871484,MacPherson MRT,407.0,Paya Lebar Square,1624.0,Geylang Methodist School (Primary),False
61 CIRCUIT RD,1.325737428,103.8870543,MacPherson MRT,502.0,Paya Lebar Square,1514.0,Geylang Methodist School (Primary),True
12 PINE CL,1.308478545,103.8822878,Mountbatten MRT,425.0,Kallang Wave Mall,1736.0,Kong Hwa School,True
339 UBI AVE 1,1.326460633,103.902007,Ubi MRT,847.0,Singpost Centre,2078.0,Maha Bodhi School,True
11 EUNOS CRES,1.321800289,103.9044243,Eunos MRT,379.0,Singpost Centre,1653.0,Maha Bodhi School,True
49 JLN TIGA,1.308882618,103.8854248,Mountbatten MRT,581.0,Paya Lebar Quarter,1416.0,Kong Hwa School,True
330 UBI AVE 1,1.326506436,103.9040496,Ubi MRT,837.0,Singpost Centre,2108.0,Maha Bodhi School,True
22 EUNOS CRES,1.324759105,103.9021074,Eunos MRT,745.0,Singpost Centre,1701.0,Maha Bodhi School,True
120 PAYA LEBAR WAY,1.322594152,103.8842961,Mattar MRT,837.0,Paya Lebar Square,1528.0,Geylang Methodist School (Primary),True
123 GEYLANG EAST CTRL,1.318177351,103.8854258,Aljunied MRT,532.0,Paya Lebar Square,1145.0,Geylang Methodist School (Primary),True
9 PINE CL,1.309469497,103.8824375,Mountbatten MRT,586.0,Kallang Wave Mall,1806.0,Kong Hwa School,True
60 DAKOTA CRES,1.307285341,103.8885056,Dakota MRT,198.0,Kinex,1367.0,Kong Hwa School,True
626 HOUGANG AVE 8,1.369813241,103.882211,Hougang MRT,1536.0,Hougang 1,1141.0,Xinmin Primary School,True
244 HOUGANG ST 22,1.358072532,103.8919468,Kovan MRT,1181.0,Heartland Mall Kovan,1031.0,Holy Innocents' Primary School,False
126 HOUGANG AVE 1,1.352230308,103.8857111,Kovan MRT,1230.0,Heartland Mall Kovan,1232.0,Methodist Girls' School (Primary),True
620 HOUGANG AVE 8,1.370144007,103.8839681,Hougang MRT,1247.0,Hougang 1,,Xinmin Primary School,True
631 HOUGANG AVE 8,1.370691366,103.8815186,Hougang MRT,,Hougang 1,,Xinmin Primary School,True
304 HOUGANG AVE 5,1.367786717,103.8955303,Hougang MRT,,Hougang Mall,,Holy Innocents' Primary School,True
524 HOUGANG AVE 6,1.374075675,103.8907158,Hougang MRT,,Hougang Mall,,Punggol Primary School,True
703 HOUGANG AVE 2,1.36553096,103.8894606,Hougang MRT,,Heartland Mall Kovan,,Holy Innocents' Primary School,True
115 HOUGANG AVE 1,1.352765258,103.8878761,Kovan MRT,,Heartland Mall Kovan,,Methodist Girls' School (Primary),True
15 HOUGANG AVE 3,1.362657704,103.8919215,Hougang MRT,,Heartland Mall Kovan,,Holy Innocents' Primary School,True
605 HOUGANG AVE 4,1.37096742,103.8864969,Hougang MRT,,Hougang Mall,,Xinmin Primary School,True
552 HOUGANG ST 51,1.378802696,103.8903752,Buangkok MRT,,Hougang Mall,,Punggol Primary School,True
706 HOUGANG AVE 2,1.365960368,103.8886465,Hougang MRT,,Heartland Mall Kovan,,Holy Innocents' Primary School,True
515 HOUGANG AVE 10,1.372395365,103.8890381,Hougang MRT,,Hougang Mall,,Xinmin Primary School,True
968 HOUGANG AVE 9,1.378713243,103.8785236,Buangkok MRT,,Hougang 1,,Hougang Primary School,True
354 HOUGANG AVE 7,1.372408326,103.8994333,Hougang MRT,,Hougang Mall,,CHIJ Our Lady of the Nativity,True
109 HOUGANG AVE 1,1.355328589,103.8893763,Kovan MRT,,Heartland Mall Kovan,,Methodist Girls' School (Primary),True
352 HOUGANG AVE 7,1.372105694,103.8990993,Hougang MRT,,Hougang Mall,,CHIJ Our Lady of the Nativity,True
702 HOUGANG AVE 2,1.365758495,103.8897201,Hougang MRT,,Heartland Mall Kovan,,Holy Innocents' Primary School,True
927 HOUGANG ST 91,1.376622658,103.8807505,Hougang MRT,,Hougang 1,,Hougang Primary School,True
301 HOUGANG AVE 5,1.367787515,103.8939299,Hougang MRT,,Hougang Mall,,Holy Innocents' Primary School,True
574 HOUGANG ST 51,1.377469903,103.886929,Buangkok MRT,,Hougang 1,,Hougang Primary School,True
156 HOUGANG ST 11,1.352526802,103.8795949,Serangoon MRT,,NEX,,Methodist Girls' School (Primary),True
506 HOUGANG AVE 8,1.372765724,103.8876188,Hougang MRT,,Hougang Mall,,Xinmin Primary School,True
241 HOUGANG ST 22,1.356508688,103.8918406,Kovan MRT,,Heartland Mall Kovan,,Methodist Girls' School (Primary),False
548 HOUGANG ST 51,1.379559058,103.8914142,Buangkok MRT,,Hougang Mall,,Punggol Primary School,True
159 HOUGANG ST 11,1.351448325,103.8795172,Serangoon MRT,,NEX,,Methodist Girls' School (Primary),True
544 HOUGANG AVE 8,1.378449874,103.8918977,Buangkok MRT,,Hougang Mall,,Punggol Primary School,True
361 HOUGANG AVE 5,1.369242268,103.8959704,Hougang MRT,,Hougang Mall,,Holy Innocents' Primary School,True
962 HOUGANG AVE 9,1.377742579,103.8783893,Hougang MRT,,Hougang 1,,Hougang Primary School,True
981C BUANGKOK CRES,1.380448016,103.8795793,Buangkok MRT,,Hougang 1,,Hougang Primary School,True
984B BUANGKOK LINK,1.382095015,103.8806127,Buangkok MRT,,Hougang 1,,Hougang Primary School,True
616 HOUGANG AVE 8,1.368886512,103.8835612,Hougang MRT,,Hougang 1,,Xinmin Primary School,True
432 HOUGANG AVE 6,1.376247476,103.8931285,Hougang MRT,,Hougang Mall,,Punggol Primary School,True
926 HOUGANG ST 91,1.376100159,103.8809422,Hougang MRT,,Hougang 1,,Hougang Primary School,True
502 HOUGANG AVE 8,1.372806685,103.8869043,Hougang MRT,,Hougang Mall,,Xinmin Primary School,True
956 HOUGANG ST 91,1.376628245,103.8787989,Hougang MRT,,Hougang 1,,Hougang Primary School,True
957 HOUGANG ST 91,1.376632709,103.8793837,Hougang MRT,,Hougang 1,,Hougang Primary School,True
531 HOUGANG AVE 6,1.37575573,103.8902879,Hougang MRT,,Hougang Mall,,Punggol Primary School,True
641 HOUGANG AVE 8,1.371276006,103.8800587,Kovan MRT,,Hougang 1,,Xinmin Primary School,True
421 HOUGANG AVE 10,1.375423473,103.8947287,Hougang MRT,,Hougang Mall,,Punggol Primary School,True
830 HOUGANG CTRL,1.370749546,103.8903291,Hougang MRT,,Hougang Mall,,Holy Innocents' Primary School,True
120 HOUGANG AVE 1,1.354418826,103.8874619,Kovan MRT,,Heartland Mall Kovan,,Methodist Girls' School (Primary),True
539 HOUGANG ST 52,1.377485081,103.8903821,Buangkok MRT,,Hougang Mall,,Punggol Primary School,True
144 LOR AH SOO,1.351977155,103.8833135,Kovan MRT,,Heartland Mall Kovan,,Methodist Girls' School (Primary),True
446 HOUGANG AVE 8,1.378804588,103.8942838,Buangkok MRT,,Hougang Mall,,Punggol Primary School,True
560 HOUGANG ST 51,1.380314933,103.889395,Buangkok MRT,,Hougang Mall,,Punggol Primary School,True
428 HOUGANG AVE 6,1.374994487,103.8932548,Hougang MRT,,Hougang Mall,,Punggol Primary School,True
145 LOR AH SOO,1.351492286,103.8832399,Kovan MRT,,Heartland Mall Kovan,,Methodist Girls' School (Primary),True
850 HOUGANG CTRL,1.369716381,103.8934299,Hougang MRT,,Hougang Mall,,Holy Innocents' Primary School,True
358 HOUGANG AVE 5,1.36884149,103.8955932,Hougang MRT,,Hougang Mall,,Holy Innocents' Primary School,True
834 HOUGANG CTRL,1.369878403,103.8898597,Hougang MRT,,Hougang Mall,,Holy Innocents' Primary School,True
562 HOUGANG ST 51,1.380932203,103.8891214,Buangkok MRT,,Hougang Mall,,Punggol Primary School,True
33 TEBAN GDNS RD,1.320302528,103.7418485,Jurong East MRT,,Jem,,Qifa Primary School,False
35 TEBAN GDNS RD,1.31955256,103.7426448,Jurong East MRT,,Jem,,Qifa Primary School,False
202 JURONG EAST ST 21,1.336761278,103.7429663,Jurong East MRT,,Westgate,,Princess Elizabeth Primary School,False
229 JURONG EAST ST 21,1.341830557,103.7380203,Chinese Garden MRT,,Westgate,,Princess Elizabeth Primary School,True
341 JURONG EAST AVE 1,1.349207558,103.7312561,Chinese Garden MRT,,West Mall,,Princess Elizabeth Primary School,False
